url,review_rating,review_date,review
https://www.tripadvisor.com/Restaurant_Review-g3348959-d6644091-Reviews-Danny_s_Sri_Lankan_Delicacies-Arugam_Bay_Eastern_Province.html,bubble_50,Date of visit: April 2022,"About this one only great cooking class.
Owner akka and chef also good friendly atmosphere ,
Fantastic cooking class a Bay"
https://www.tripadvisor.com/Restaurant_Review-g3348959-d6644091-Reviews-Danny_s_Sri_Lankan_Delicacies-Arugam_Bay_Eastern_Province.html,bubble_50,Date of visit: October 2019,"The absolute best, authentic Sri Lankan home cooking! We loved the vegetable curries so much after eating here a few times that we decided to take their cooking class so we wouldn’t have to live without their food when we returned home. Danny and his...wife Priya welcomed us into their home and showed us how they make their delicious, traditional curries. We chose to make pumpkin and okra curries and also learned to make the dahl and coconut sambal. This meal was easily the best meal I’ve ever eaten anywhere in the world. 

Do not miss out on dining here and if you have the time, I would highly recommend taking their cooking class. They are a wonderful family and they put their heart and soul into their cooking, which you can really tas wife Priya welcomed us into their home and showed us how they make their delicious, traditional curries. We chose to make pumpkin and okra curries and also learned to make the dahl and coconut sambal. This meal was easily the best meal I’ve ever eaten anywhere in the world. 

Do not miss out on dining here and if you have the time, I would highly recommend taking their cooking class. They are a wonderful family and they put their heart and soul into their cooking, which you can really taste!"
https://www.tripadvisor.com/Restaurant_Review-g3348959-d6644091-Reviews-Danny_s_Sri_Lankan_Delicacies-Arugam_Bay_Eastern_Province.html,bubble_50,Date of visit: September 2019,At Danny's you can enjoy a delicious home cooked meal. You can taste the food has been made with love and the restaurant is a very cozy place to enjoy your meal.
https://www.tripadvisor.com/Restaurant_Review-g3348959-d6644091-Reviews-Danny_s_Sri_Lankan_Delicacies-Arugam_Bay_Eastern_Province.html,bubble_50,Date of visit: September 2019,We went to Danny’s for dinner and breakfast and both meals were some of the best we’ve had in Sri Lanka. The food took longer than usual but was well worth the wait. Would highly recommend to anyone looking for super fresh home cooking!
https://www.tripadvisor.com/Restaurant_Review-g3348959-d6644091-Reviews-Danny_s_Sri_Lankan_Delicacies-Arugam_Bay_Eastern_Province.html,bubble_50,Date of visit: August 2019,"We ate here after positive TA reviews and were not disappointed. The curried fish was delicious and accompanied by Dahl, pumpkin curry, eggplant curry, coconut samba and pappadams. Serving was very generous and we opted to share the meal. Waiting time for the meal was...long, but as they cook it while you wait this was not unexpected. Dessert was ‘bounty’ ice cream- vanilla ice cream topped with freshly grated coconut and cocoa. Very reasonably priced. If you want a table don’t go too late the place is only small and we saw several people turned aw long, but as they cook it while you wait this was not unexpected. Dessert was ‘bounty’ ice cream- vanilla ice cream topped with freshly grated coconut and cocoa. Very reasonably priced. If you want a table don’t go too late the place is only small and we saw several people turned away."
https://www.tripadvisor.com/Restaurant_Review-g3348959-d6644091-Reviews-Danny_s_Sri_Lankan_Delicacies-Arugam_Bay_Eastern_Province.html,bubble_50,Date of visit: August 2019,We participated in a traditional Sri Lankan cooking class. Danny and his wife Prita invited us into their home to learn how to cook a variety of curries!! I cannot wait to try at home!
https://www.tripadvisor.com/Restaurant_Review-g3348959-d6644091-Reviews-Danny_s_Sri_Lankan_Delicacies-Arugam_Bay_Eastern_Province.html,bubble_50,Date of visit: August 2019,"Just had the opportunity to learn through Danny and his wife how to make Sri Lankan Curries Pumpkin, Eggplant, Dahl and Sambal, we supervised the preparation of the dishes, the flavours were delicious best Sri Lankan curries so far in Sri Lanka nothing like home...cooked meals made with Lov cooked meals made with Love 💕"
https://www.tripadvisor.com/Restaurant_Review-g3348959-d6644091-Reviews-Danny_s_Sri_Lankan_Delicacies-Arugam_Bay_Eastern_Province.html,bubble_50,Date of visit: August 2019,This cooking lesson was a great experience of local vegan food. Amazing flavours of fresh herbs and spices meats can be addedThe husband and wife team are very very very friendly.
https://www.tripadvisor.com/Restaurant_Review-g3348959-d6644091-Reviews-Danny_s_Sri_Lankan_Delicacies-Arugam_Bay_Eastern_Province.html,bubble_50,Date of visit: August 2019,"Amazing friendly people, cooking class with pumpkin and eggplant Curry’s, Dahl, absolutely delicious food...highly recommend."
https://www.tripadvisor.com/Restaurant_Review-g3348959-d6644091-Reviews-Danny_s_Sri_Lankan_Delicacies-Arugam_Bay_Eastern_Province.html,bubble_50,Date of visit: August 2019,"We visited in Aug 19. Place doesn’t look like much from the front, (actually sign says “Danny’s soul kitchen”) but then you are invited into the family kitchen where we made amazing curries and sambal. Danny and his wife prya talked is through every dish...and ingredient, we felt so welcome. You can get involved or stand back and watch. This food was possibly the best food we have eaten in Sri Lanka! Would revisit and just to eat there. Highly recomme and ingredient, we felt so welcome. You can get involved or stand back and watch. This food was possibly the best food we have eaten in Sri Lanka! Would revisit and just to eat there. Highly recommend!"
