url,review_rating,review_date,review
https://www.tripadvisor.com/Restaurant_Review-g612380-d10054274-Reviews-Turtle_Bay_Sea_Food_Restaurant-Weligama_Matara_Southern_Province.html,bubble_50,Date of visit: February 2024,"Lovely family restaurant and very good food. We have eaten at this restaurant five times during the last days, and we have been very satisfied every time."
https://www.tripadvisor.com/Restaurant_Review-g612380-d10054274-Reviews-Turtle_Bay_Sea_Food_Restaurant-Weligama_Matara_Southern_Province.html,bubble_50,Date of visit: December 2023,"Really nice fresh food (fish caught that day), close to jungle beach, very friendly, nice decorations with a relaxed vibe 🙂"
https://www.tripadvisor.com/Restaurant_Review-g612380-d10054274-Reviews-Turtle_Bay_Sea_Food_Restaurant-Weligama_Matara_Southern_Province.html,bubble_50,Date of visit: February 2020,"We had a lovely experience at turtle bay restaurant. It's a small family-run business and feels very homely. We were the only visitors at the time, yet it really felt like the hosts were trying to make us feel comfortable and taken care of. Most...importantly the food was great, the seafood soup in particular was to die for. Would certainly recomme importantly the food was great, the seafood soup in particular was to die for. Would certainly recommend!"
https://www.tripadvisor.com/Restaurant_Review-g612380-d10054274-Reviews-Turtle_Bay_Sea_Food_Restaurant-Weligama_Matara_Southern_Province.html,bubble_50,Date of visit: February 2020,"We came to eat here at least 10 times during our holidays. The food is amazing, fresh and there is a lot in your plate. This is a family restaurant they all work together and make you feel home. The prices are really good as...well. You will eat like in a five stars restaurant but with normal prices. I will miss this family and their food! Thanks again for your smil well. You will eat like in a five stars restaurant but with normal prices. I will miss this family and their food! Thanks again for your smiles."
https://www.tripadvisor.com/Restaurant_Review-g612380-d10054274-Reviews-Turtle_Bay_Sea_Food_Restaurant-Weligama_Matara_Southern_Province.html,bubble_50,Date of visit: February 2020,Lovely family and wonderful ambiance. The most reasonably priced and delicious fish and seafood I’ve found in Sri Lanka. A must visit!
https://www.tripadvisor.com/Restaurant_Review-g612380-d10054274-Reviews-Turtle_Bay_Sea_Food_Restaurant-Weligama_Matara_Southern_Province.html,bubble_50,Date of visit: December 2019,"This is an open-air eaterie, on a quiet secluded part of the beach away from the main part of Marissa beach. Very tranquil place with friendly staff and excellent food. Love their milkshakes too. Really good place to watch the sunset from"
https://www.tripadvisor.com/Restaurant_Review-g612380-d10054274-Reviews-Turtle_Bay_Sea_Food_Restaurant-Weligama_Matara_Southern_Province.html,bubble_50,Date of visit: December 2019,"Not only was the food the best meal we have had in sri lanka, but the hosts and their family are beautiful. They are friendly, accommodating and warm hearted. Very lovely family who deserve a visit. They go. Out of there way to help you."
https://www.tripadvisor.com/Restaurant_Review-g612380-d10054274-Reviews-Turtle_Bay_Sea_Food_Restaurant-Weligama_Matara_Southern_Province.html,bubble_50,Date of visit: December 2019,"A small but super friendly place with great staff, super good food and low prices.
They don’t serve beer but gladly jumped on the bike to get some in the local kiosk for us 🤗"
https://www.tripadvisor.com/Restaurant_Review-g612380-d10054274-Reviews-Turtle_Bay_Sea_Food_Restaurant-Weligama_Matara_Southern_Province.html,bubble_50,Date of visit: November 2019,"Great view, located at turtle bay near to coconut tree hill. Really friendly. Would recommend the lime and mint cooler, very refreshing. We had fish skewers which were super fresh and chips (potato wedge style). The chicken burger was also really good."
https://www.tripadvisor.com/Restaurant_Review-g612380-d10054274-Reviews-Turtle_Bay_Sea_Food_Restaurant-Weligama_Matara_Southern_Province.html,bubble_50,Date of visit: October 2019,Nice and calm family restaurant with great local cuisine. We had a mix of curries and rice. It was all very tasting and presented well. Recommended eating of the beaten path
