url,review_rating,review_date,review
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: December 2023,This was very satisfying. We hunted down the location and had the opportunity to try two of their options - mango rolls and kit kat rolls. They were delicious! The gentleman was very chatty on the history of this outlet too.
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: November 2023,"Perfect service, deliciois icecream - especially mango!! Very nice and kind staff member! He explained everything for a menu."
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: November 2023,"A small store that only sells ice cream. I had never eaten rolls like this before. It was simply delicious! I had ""nuts and fruit"" and you could really taste the freshness of the mango. The service was very nice and entertaining. I can recommend...everyone to give this a try, especially if you want to escape the hot and humid Kan everyone to give this a try, especially if you want to escape the hot and humid Kandy!"
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: September 2023,The owner is really nice and will help you decide which flavour to choose if you don’t know. The ice cream is tasty and full of flavour would definitely recommend this place.
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: September 2022,Nice place and friendly service.it's freshly made ice cream..the quality good and worth it's price.the best place to have rolled ice cream in kandy..highly recommend👍❤️
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: March 2022,"What a fun way to get ice cream! Choose from the menu and then your treat is made from scratch in just a few minutes. It’s called “fried” but it’s formed on a very cold griddle; using paddles, the ice cream maestro flips and smashes...and twirls until the ice cream is formed, just right for eating. If you are a vegan, definitely go; I highly recommend the chocolate peanut butter! If you like dairy ice cream, definitely go! Since it’s all made from scratch, they easily accommodate dietary preferences. Some reviewers have said they shared one serving but it's so good, you'll want it all to yourself. The little parlor is clean with comfortable seating and the staff very nice. Parking can be difficult so if possible, take a tuk t and twirls until the ice cream is formed, just right for eating. If you are a vegan, definitely go; I highly recommend the chocolate peanut butter! If you like dairy ice cream, definitely go! Since it’s all made from scratch, they easily accommodate dietary preferences. Some reviewers have said they shared one serving but it's so good, you'll want it all to yourself. The little parlor is clean with comfortable seating and the staff very nice. Parking can be difficult so if possible, take a tuk tuk."
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: December 2021,The there are so many options to choose that are priced reasonably and the portion can easily shared by 2 persons but if you want you can top up with one portion. The owner the very friendly
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: February 2022,"Just found about the cool corner through tripadvisor.
Nice place.Number of choices are there. Taste was fantastic.
The service they provide also great. Worth for the price too...
Highly recommend...."
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_40,Date of visit: February 2022,"Various types of ice cream are available. However some items were not available due to the transport restrictions from overseas. 
Overall an iconic ice cream parlor"
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: February 2022,After a hot dusty day in Kandy we were desperate for some ice cream and found this place in TripAdvisor! It was so good! A huge range of flavours and each one that we tried was amazing. Also fantastic value. Do not miss out and...head ov head over!
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: December 2021,"found this place on TripAdvisor and is worth every star it got. one portion is enough for 2 people. we ordered lime, peanut butter, twix, oreo and Nutella and loved everyone of them.

unfortunately they did not have any berry flavors as due to covid...they cannot import berri they cannot import berries."
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: November 2020,Met with owners to try Maia Cream ad Cheddar Cheese as new ingredients to their already wonderful range of over 60 varieties watching them do the magic and subsequently tasting the two new flavours was something else .There were also three teenagers enjoying their ice-creams...who willingly sampled the new flavours ad gave thumbs who willingly sampled the new flavours ad gave thumbs up
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: February 2020,"Delicious ice cream , affordable and really polite staff. The store is also very clean. Best ice cream I've had in the whole of Sri lanka! It's a must, good location close to train station also😍"
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: January 2020,Best dessert in town. So many varieties to select. A must visit. Friendly staff. Freshly made ice creams in front of you.
https://www.tripadvisor.com/Restaurant_Review-g304138-d9562131-Reviews-Cool_Corner_Fried_Ice_Cream_Parlor-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: January 2020,Walk the store was abit tedious as not a lot of footpath. But ice cream was delicious and reasonably priced. Worth the stop!
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: March 2024,"Delicious pizza, quick service (and it was busy) and cold beer!
Great views across the lake.
Easy walk back downhill to centre of Kandy.
Would recommend a visit!"
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: March 2024,"Both service and food quality were incredible! Best pizza we had in a long time, even in Europe. Definitely worth a visit - view is nice, too!"
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: March 2024,Best Pizza!  When you are craving some ‘comfort food’ this is the place. All kinds of choices. Staff are lovely and the view is amazing.
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: March 2024,We had pizza here as we were staying at the hotel and arrived late. However it was some of the best pizza we have eaten. The view is lovely and the service excellent. Really recommend!
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: February 2024,"At Vito Pizza Restaurant, every visit feels like embarking on a delightful journey filled with culinary wonders. It's not just a place to dine; it's a haven where moments turn into cherished memories.

The ambiance exudes warmth and charm, setting the stage for an unforgettable...experience. And oh, the food! Each dish is a masterpiece, meticulously crafted to perfection and bursting with flavors that tantalize the taste buds.

Our frequent visits, numbering more than 20, stand as a testament to our unwavering adoration for Vito Pizza Restaurant. With every return, we are greeted with the same impeccable service and the same divine flavors that keep us coming back for more.

Thank you, Vito Pizza Restaurant, for consistently exceeding our expectations and for being the highlight of our dining adventures. Cheers  experience. And oh, the food! Each dish is a masterpiece, meticulously crafted to perfection and bursting with flavors that tantalize the taste buds.

Our frequent visits, numbering more than 20, stand as a testament to our unwavering adoration for Vito Pizza Restaurant. With every return, we are greeted with the same impeccable service and the same divine flavors that keep us coming back for more.

Thank you, Vito Pizza Restaurant, for consistently exceeding our expectations and for being the highlight of our dining adventures. Cheers 🍻❤️"
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: February 2024,"Pizzas were really nice, the toppings tasted fresh and were adequate for sizes ordered.  The base tasted really nice but a little on the thin side making the pizza a little floppy to eat especially as you go bigger in size.

The sauces on the...side were really nice and the service was good even though they were so busy.  We didn’t book but they accommodated us which was really nice.

The place was very clean and the tables were constantly being turned around as they were that busy however, they never rushed anyone.

There are stairs to climb to access this restaurant as it’s on the third floor with no lif side were really nice and the service was good even though they were so busy.  We didn’t book but they accommodated us which was really nice.

The place was very clean and the tables were constantly being turned around as they were that busy however, they never rushed anyone.

There are stairs to climb to access this restaurant as it’s on the third floor with no lifts."
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: February 2024,"Fabulous, super thin pizza cooked in wood fired oven, with the best view in Kandy.  If you’re looking for a change from Curry and Rice, this place is perfect.  Fresh ingredients, great team and a lovely cool, rooftop view of the lake."
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_10,Date of visit: February 2024,"This restaurant is on the 3rd floor with no lift. It is not just wheelchair inaccessible as stated on here but completely inaccessible to anyone with any mobility issues. There is nothing on their website about this. My friend and I had wasted journey in...a tut tut. He uses a crutch and can manage a couple of flights of stairs but not 6 flights. Even worse is their customer care. Their staff on the ground floor simply grinned upon informing us of the lack of access. No sympathy or expression of regret, just indifference.  The food may be brilliant or terrible but if any one in your party has difficulty with stairs you/they will never kn a tut tut. He uses a crutch and can manage a couple of flights of stairs but not 6 flights. Even worse is their customer care. Their staff on the ground floor simply grinned upon informing us of the lack of access. No sympathy or expression of regret, just indifference.  The food may be brilliant or terrible but if any one in your party has difficulty with stairs you/they will never know."
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: February 2024,This restaurant deserves the rating that they have. First of all restaurant is on the 3rd floor so you have amazing view on some parts of the city and lake. They had some interesting pizza toppings which we tried. They were nice to split pizza...to 2 halves to have different toppings. Pizzas were amazing with great taste. You will be given also garlic and spicy sauce on a side which you can put on pizza too. We also had drink which were good. Overall this restaurant is great and I would totally recommend coming he to 2 halves to have different toppings. Pizzas were amazing with great taste. You will be given also garlic and spicy sauce on a side which you can put on pizza too. We also had drink which were good. Overall this restaurant is great and I would totally recommend coming here.
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: January 2024,"A lovely pizzeria ! Both vegetarian and non veg pizzas were flavorful. 
Friendly staff with well prepared pizza 
But be prepared for a wait on busy times.
Overall will recommend especially if you are feeling like a yummy pizza"
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: January 2024,"Excellent Pizza. Great value. 
The place is bit congested as it has high demand. From both local and foreign. Better if they can keep the pizzeria open at least until 10pm."
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: January 2024,Awesome pizza. Quickly delivered from authentic pizza oven. Cold Lion beer to wash it down. Wish we were here longer to try their pasta dishes
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: January 2024,"I Love the food, views, service attention and cool envaironment! I went with my girlfriend and everything was perfect. Its very easy to reach."
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: January 2024,"Super super delicious food and friendly staff! We came around 1830 and the place already almost full. We ordered 2 pizzas and some beers, and after a few minute it was ready. Delicious aioli sauce for over the pizza. Unfortunately when we finished the pizza...around 1900 he gave us immediately the bill. We were confused because we just finished it and still had some beers. We didn’t felt they wanted us there longer so we left the water that we also ordered and didn’t finished, and left the place. When we walked downstairs we understood why he gave the bill: it was 1905, and there was like 20 people waiting!! It’s good business for them and I understand why people are coming, but I never had diner this fast in my life. That’s the only bad thing that’s why I still give 5 st around 1900 he gave us immediately the bill. We were confused because we just finished it and still had some beers. We didn’t felt they wanted us there longer so we left the water that we also ordered and didn’t finished, and left the place. When we walked downstairs we understood why he gave the bill: it was 1905, and there was like 20 people waiting!! It’s good business for them and I understand why people are coming, but I never had diner this fast in my life. That’s the only bad thing that’s why I still give 5 stars"
https://www.tripadvisor.com/Restaurant_Review-g304138-d13551312-Reviews-Vito_Wood_Fired_Pizza-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: December 2023,What a lovely surprise to find this pizza restaurant. The pizza is great - the best I have had in Sri Lanka. Get here early - there was a huge queue when we left.
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_20,Date of visit: February 2024,Difficult location but fabulous views and a lovely balcony when finally there.  Well presented tables and caring welcome and initial service.  Only limited Sri Lankan dishes on the menu but looked promising.  But the food was less fusion and more confusion.  Fancy presentation with very...one dimensional flavouring and poor balance on the plates.  It was expensive by Sri Lankan standards and would be poor value in London or San Francisco.  We were very disappointed in what reviews indicated was one of the best restaurants in Kandy.  The patrons clearly value form over substance.  There are better restaurants for less than half the price in to one dimensional flavouring and poor balance on the plates.  It was expensive by Sri Lankan standards and would be poor value in London or San Francisco.  We were very disappointed in what reviews indicated was one of the best restaurants in Kandy.  The patrons clearly value form over substance.  There are better restaurants for less than half the price in town.
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: January 2024,"stunning views very high up over  over Kandy and excellent menu covering all sorts of Lankan and asian options

Staff were excellent and very attentive - very good value for the quality of cooking -highly recommend"
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: November 2023,"Had three amazing Sri Lankan meals over the course of two days. The only thing better than the food is the view! Healthy and delicious with flawless service, Theva was undoubtedly the highlight of our time in Sri Lanka!"
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: October 2023,"This Place is Amazing! It's relaxing, cool and very spacious! Whether you're going alone or with a group, it has the accommodations! I personally recommend the Prawn Lagoon Curry. and the Lemon and Mint Sorbet. The only Caveat is that the food may take some...time to arrive, but that is standard fare in Sri Lanka! Had a lovely visit to the country with my family! Definitely go here if you're in Kandy! Love, from Erode, Tamil Na time to arrive, but that is standard fare in Sri Lanka! Had a lovely visit to the country with my family! Definitely go here if you're in Kandy! Love, from Erode, Tamil Nadu."
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: June 2023,We stayed for 3 nights and absolutely loved it. The room was lovely and the food great. The views over Kandy were beautiful.
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_40,Date of visit: April 2023,"For awhile I've had my eye on Theva's! So on this trip to Kandy, I thought we'll look it up. We saw it featured in the review of the  5 best restaurants in Kandy too. We decided to make dinner reservations with Russell,who was very...helpful. Its a cosy place up on the hills of Hantana. The ride up in a tuk was quite an experience. The downside was that we had to arrange for a ride back at higher rates. The manager helped us to secure a ride back, which was a great help. Therefore we were able to relax and look around and drink in the lovely view.
The place was really beautiful, the view of the town, though nighttime was magical. I did wish we could hv gone during the day! 
The dining area had a lovely ambience. And the menu was available on the site, so we could order quickly. There was lovely music playing softly which added to the ambience.
For dinner we ordered, the  Hot butter Cuttlefish, served with onion garlic rice,  Grilled Chicken  with bbq sauce served with mash potato and boiled vegetables, and chicken onion masala
served with paratha bread and cucumber raita.  Ordered soft drinks too. 
 We enjoyed the flavourful dishes very much, but would hv liked it if the grilled Chicken was more succulent. 
Service was excellent and the manager and staff were very attentive to us. We'll definitely come again, for lunch so helpful. Its a cosy place up on the hills of Hantana. The ride up in a tuk was quite an experience. The downside was that we had to arrange for a ride back at higher rates. The manager helped us to secure a ride back, which was a great help. Therefore we were able to relax and look around and drink in the lovely view.
The place was really beautiful, the view of the town, though nighttime was magical. I did wish we could hv gone during the day! 
The dining area had a lovely ambience. And the menu was available on the site, so we could order quickly. There was lovely music playing softly which added to the ambience.
For dinner we ordered, the  Hot butter Cuttlefish, served with onion garlic rice,  Grilled Chicken  with bbq sauce served with mash potato and boiled vegetables, and chicken onion masala
served with paratha bread and cucumber raita.  Ordered soft drinks too. 
 We enjoyed the flavourful dishes very much, but would hv liked it if the grilled Chicken was more succulent. 
Service was excellent and the manager and staff were very attentive to us. We'll definitely come again, for lunch soon."
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_40,Date of visit: April 2023,"Staff were very welcoming and friendly. We stayed for 2 nights and had 2 amazing dinners.  The pool was only a plunge pool really and didn’t get the sun so was a little cool! 
Rooms were clean and tidy but would have benefited from a...headboard and side tables. The high view across Kandy were incredib headboard and side tables. The high view across Kandy were incredible."
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: March 2023,"Wonderful Mother’s Day home delivery! I ordered lunch, desert and a bouquet of flowers from the Uk to send to my mother in Kandy. All staff were super friendly, professional and helpful. I struggled to find a florist and they helped me by contacting a...florist and sorting the bouquet delivery on my behalf. Wonderful service, will definitely order aga florist and sorting the bouquet delivery on my behalf. Wonderful service, will definitely order again!"
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: January 2023,"We dined here with family and almost immediately we felt how attentive the staff was, knowledge about the menu and professional service. The food was  perfect in quantity, taste and style. Their homemade ice cream so good! Definitely stop-by if in Kandy."
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: December 2022,we ate here one of the best currys i ever had in my life. Special thanks to Sanjeewa who threated us very nice and was very friendly. We'll come back one day.
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_10,Date of visit: November 2022,"1700 rup for 4 super small prawns. Juste fried.
Really really super expensive for nothing.
 staff was bad"
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: September 2022,"Amazing dining experience above the clouds with breathtaking scenery. We visited Theva for dinner and had a fantastic time. They used organically grown herbs to prepare meals and come in large portions. The staff was extremely friendly and accommodating. The best place to dine if...you ever visit Kandy, Sri Lan you ever visit Kandy, Sri Lanka."
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: August 2022,Delicious lunch and very courteous staff. Very attentive and quick service along with excellent food!
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: July 2022,Great food and coffee.Vegetarian friendly. Incredible views of the mountains and the kandy city. The staff is very friendly and make you feel so welcome. Well worth a visit if you want to enjoy a meal in tranquility.
https://www.tripadvisor.com/Restaurant_Review-g304138-d7256943-Reviews-Theva_Cuisine-Kandy_Kandy_District_Central_Province.html,bubble_50,Date of visit: April 2022,"We ate here both nights we stayed at the hotel and loved everything we ate.  It was wonderful food, great service and fantastic views!  Get here before the sunset and have a drink before dinner, the views will take your breath away!"
